Modelo,Clasificación
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE MY22,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE PLUS MY22,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE Plus s48,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE XL,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE XL Edition,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE XL MY24,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE XM,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE XM Edition,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop REFERENCE XM MY24,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE GO Navi,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE GO2,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE MY22,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE PLUS MY22,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE Plus s48,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE s48,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XL,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XL Edition,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XL MY24,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XL Wired,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XM,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XM Edition,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XM MY24,Clasificación: C
SEAT IBIZA 1.0 MPI 80CV Start&Stop STYLE XM Wired,Clasificación: C
SEAT IBIZA 1.0 TGI 66KW FR ECO PLUS MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 66KW FR MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 66KW REFERENCE MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 66KW REFERENCE PLUS MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 66KW STYLE MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 66KW STYLE PLUS MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 66KW XCELLENCE MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 66KW XCELLENCE PLUS MY19,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR GO2,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR Plus,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR PLUS MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR Plus s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR XL,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR XL Edition,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR XM,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR XM Edition,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR XS,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop FR XS Edition,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Business (Solo flotas),Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Business (Solo flotas) s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Business2,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE GO2,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Plus,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE PLUS MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE Plus s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE XL,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE XL Edition,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE XM,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90cv Start&Stop REFERENCE XM Edition,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE GO Navi,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE GO2,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE Plus,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE PLUS MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE Plus s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE XL,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE XL Edition,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE XL Wired,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE XM,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE XM Edition,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop STYLE XM Wired,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE GO Navi,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE GO2,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE Plus,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE PLUS MY22,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE Plus s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TGI 90CV Start&Stop XCELLENCE s48,Clasificación: Sin clasificación
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR,Clasificación: A
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR GO,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR GO2,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR MY22,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 FR PLUS MY22,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE GO,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE GO2,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE MY22,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop DSG-7 XCELLENCE PLUS MY22,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR GO,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR GO2,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR MY22,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR PLUS MY22,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XL,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XL Edition,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XL MY24,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XM,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XM Edition,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XM MY24,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XS,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XS Edition,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop FR XS MY24,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop Special Edition 2024 - MY24,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop Special Edition Navi 2024 - MY24,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE GO,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE GO2,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE MY22,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE PLUS MY22,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XL,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XL Edition,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XL MY24,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XL Wired,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XM,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XM Edition,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XM MY24,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop STYLE XM Wired,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE GO,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE GO2,Clasificación: C
SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE MY22,Clasificación: B
SEAT IBIZA 1.0 TSI 110CV Start&Stop XCELLENCE PLUS MY22,Clasificación: B
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR Plus,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR Plus s48,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 FR s48,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 XCELLENCE,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 XCELLENCE GO,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 XCELLENCE Plus,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 XCELLENCE Plus s48,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop DSG-7 XCELLENCE s48,Clasificación: D
SEAT IBIZA 1.0 TSI 115CV Start&Stop FR,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop FR GO,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop FR Plus,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop FR Plus s48,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop FR s48,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop STYLE,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop STYLE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop STYLE Plus,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop STYLE Plus s48,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop STYLE s48,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop XCELLENCE,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop XCELLENCE GO,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop XCELLENCE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop XCELLENCE Plus,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop XCELLENCE Plus s48,Clasificación: C
SEAT IBIZA 1.0 TSI 115CV Start&Stop XCELLENCE s48,Clasificación: C
SEAT IBIZA 1.0 TSI 70KW REFERENCE MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 70KW REFERENCE PLUS MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 70KW STYLE MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 70KW STYLE PLUS MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 70KW XCELLENCE MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 70KW XCELLENCE PLUS MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 85KW FR DCT MY19,Clasificación: D
SEAT IBIZA 1.0 TSI 85KW FR MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 85KW FR PLUS DCT MY19,Clasificación: D
SEAT IBIZA 1.0 TSI 85KW FR PLUS MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 85KW STYLE MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 85KW STYLE PLUS MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 85KW XCELLENCE DCT MY19,Clasificación: D
SEAT IBIZA 1.0 TSI 85KW XCELLENCE MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 85KW XCELLENCE PLUS DCT MY19,Clasificación: D
SEAT IBIZA 1.0 TSI 85KW XCELLENCE PLUS MY19,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop REFERENCE,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop REFERENCE Business,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop REFERENCE Business,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop REFERENCE Business s48,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop REFERENCE Plus,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop REFERENCE Plus s48,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE GO,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE Plus,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE Plus s48,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop STYLE s48,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE GO,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE GO Navi,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE Plus,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE Plus s48,Clasificación: C
SEAT IBIZA 1.0 TSI 95CV Start&Stop XCELLENCE s48,Clasificación: C
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR,Clasificación: D
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR GO2,Clasificación: D
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR MY22,Clasificación: D
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR PLUS MY22,Clasificación: D
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR XL,Clasificación: C
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR XL MY24,Clasificación: C
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR XM,Clasificación: C
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR XM MY24,Clasificación: C
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR XS,Clasificación: C
SEAT IBIZA 1.5 TSI 150CV Start&Stop DSG-7 FR XS MY24,Clasificación: C
SEAT IBIZA 1.6 TDI 59KW REFERENCE MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 59KW REFERENCE PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW FR DCT MY19,Clasificación: E
SEAT IBIZA 1.6 TDI 70KW FR MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW FR PLUS DCT MY19,Clasificación: E
SEAT IBIZA 1.6 TDI 70KW FR PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW REFERENCE MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW REFERENCE PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW STYLE MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW STYLE PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW XCELLENCE DCT MY19,Clasificación: E
SEAT IBIZA 1.6 TDI 70KW XCELLENCE MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 70KW XCELLENCE PLUS DCT MY19,Clasificación: E
SEAT IBIZA 1.6 TDI 70KW XCELLENCE PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 85KW FR MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 85KW FR PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 85KW STYLE MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 85KW STYLE PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 85KW XCELLENCE MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 85KW XCELLENCE PLUS MY19,Clasificación: D
SEAT IBIZA 1.6 TDI 95CV Start&Stop STYLE GO,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop REFERENCE Business,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop REFERENCE Business s48,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop REFERENCE Plus,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop REFERENCE Plus s48,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop STYLE,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop STYLE Plus,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop STYLE Plus s48,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop STYLE s48,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop XCELLENCE,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop XCELLENCE GO Navi,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop XCELLENCE Plus,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop XCELLENCE Plus s48,Clasificación: D
SEAT IBIZA 1.6 TDI CR 95CV Start&Stop XCELLENCE s48,Clasificación: D
SEAT LEON 1.0 EcoTSI 85 kW (115cv) St&Sp REFERENCE EDITION,Clasificación: B
SEAT LEON 1.0 EcoTSI 85kW (115cv) St&Sp STYLE,Clasificación: B
SEAT LEON 1.0 EcoTSI 85kW (115cv) St&Sp STYLE s48,Clasificación: B
SEAT LEON 1.0 EcoTSI 85kW (115cv) St&Sp STYLE VISIO EDITION,Clasificación: B
SEAT LEON 1.0 EcoTSI 85kW (115cv) St&Sp STYLE VISIO EDITION con NAVI,Clasificación: B
SEAT LEON 1.0 EcoTSI 85kW (115cv) St&Sp STYLE VISIO EDITION con NAVI s48,Clasificación: B
SEAT LEON 1.0 EcoTSI 85kW (115cv) St&Sp STYLE VISIO EDITION s48,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XL ECO MY24,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XL MY23,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XM ECO MY24,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XM MY23,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XS ECO MY24,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XS MY23,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XXL ECO MY24,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp FR XXL MY23,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XL MY23,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XL MY24,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XM MY23,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XM MY24,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XS MY23,Clasificación: B
SEAT LEON 1.0 eTSI 81 kW (110cv) DSG-7 St&Sp STYLE XS MY24,Clasificación: B
SEAT LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE XL MY23,Clasificación: B
SEAT LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE XL MY24,Clasificación: B
SEAT LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE XM MY23,Clasificación: B
SEAT LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE XM MY24,Clasificación: B
SEAT LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE XS MY23,Clasificación: B
SEAT LEON 1.0 TSI 81 kW (110cv) St&Sp STYLE XS MY24,Clasificación: B
SEAT LEON 1.0 TSI 81KW S/S STYLE EDITION NAV ST MY19,Clasificación: B
SEAT LEON 1.0 TSI 81KW S/S STYLE EDITION ST MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S REFERENCE EDITION MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S REFERENCE EDITION ST MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S REFERENCE MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S REFERENCE ST MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S STYLE MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S STYLE ST MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S STYLE VISIO ED NAV MY19,Clasificación: B
SEAT LEON 1.0 TSI 85KW S/S STYLE VISIO EDITION MY19,Clasificación: B
SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XL e-HYBRID MY24,Clasificación: A
SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XL MY23,Clasificación: A
SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XM e-HYBRIID MY24,Clasificación: A
SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XM MY23,Clasificación: A
SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XXL e-HYBRID MY24,Clasificación: A
SEAT LEON 1.4 e-HYBRID 150kW (204cv) DSG-6 St&Sp FR XXL MY23,Clasificación: A
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR,Clasificación: G
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR EDITION PLUS,Clasificación: G
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR FAST EDITION PLUS s48,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp FR FAST EDITION s48,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE,Clasificación: G
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE EDITION PLUS,Clasificación: G
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE EDITION PLUS s48,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) DSG-7 St&Sp XCELLENCE s48,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR EDITION PLUS,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR FAST EDITION PLUS s48,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp FR FAST EDITION s48,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp XCELLENCE,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp XCELLENCE EDITION PLUS,Clasificación: C
SEAT LEON 1.5 EcoTSI 110kW (150cv) St&Sp XCELLENCE EDITION PLUS s48,Clasificación: C
