Modelo;Motorización;Categoría;Nº de Plazas;MTMA;Potencia eléctrica (kW);Consumo eléctrico (kWh/100km);Capacidad de la batería (kWh);Autonomía eléctrica (km)
Toyota PROACE CITY VERSO EV Combi media Gx/Vx 50 kWh (RC22);Eléctricos puros;M1;5;2290;100;19;50;293
Toyota PROACE CITY VERSO EV Family larga Active 50 kWh (MY22);Eléctricos puros;M1;7;2440;100;19;50;293
Toyota PROACE CITY VERSO EV Family larga Active 50 kWh (RC22);Eléctricos puros;M1;7;2440;100;19;50;293
Toyota PROACE CITY VERSO EV Family media Active/Advance 50 kWh (MY22);Eléctricos puros;M1;5;2290;100;19;50;293
Toyota PROACE CITY VERSO EV Family media Active/Advance 50 kWh (RC22);Eléctricos puros;M1;5;2290;100;19;50;293
Toyota PROACE EV Furgón corto GX 50 kWh (MY21);Eléctricos puros;N1;3;2840;100;28.2;50;238
Toyota PROACE EV Furgón largo GX/VX 75 kWh (MY21);Eléctricos puros;N1;3;3055;100;29.5;75;339
Toyota PROACE EV Furgón medio GX 50 kWh (MY21);Eléctricos puros;N1;3;2875;100;28.2;50;238
Toyota PROACE EV Furgón medio GX/VX 75 kWh (MY21);Eléctricos puros;N1;3;3025;100;29.5;75;339
Toyota PROACE EV Furgón medio VX 50 kWh (MY21);Eléctricos puros;N1;3;3100;100;28.2;50;238
Toyota PROACE EV Van larga Gx plus/Vx 75 kWh (MY23);Eléctricos puros;N1;3;3055;100;25;75;339
Toyota PROACE EV Van larga Gx/Gx plus/Vx 75 kWh (RC22);Eléctricos puros;N1;2;3045;100;25;75;339
Toyota PROACE EV Van Larga GX/VX 75 kWh (MY22);Eléctricos puros;N1;3;3055;100;25;75;339
Toyota PROACE EV Van Media GX 50 kWh (MY22);Eléctricos puros;N1;3;2875;100;23;50;238
Toyota PROACE EV Van media Gx plus 50 kWh (MY23);Eléctricos puros;N1;3;2875;100;23;50;238
Toyota PROACE EV Van media Gx plus/Vx 75 kWh (MY23);Eléctricos puros;N1;3;3025;100;25;75;339
Toyota PROACE EV Van media Gx/Gx plus 50 kWh (RC22);Eléctricos puros;N1;2;2865;100;23;50;238
Toyota PROACE EV Van media Gx/Gx plus/Vx 75 kWh (RC22);Eléctricos puros;N1;2;3015;100;25;75;339
Toyota PROACE EV Van Media GX/VX 75 kWh (MY22);Eléctricos puros;N1;3;3025;100;25;75;339
Toyota PROACE EV Van Media VX 50 kWh (MY22);Eléctricos puros;N1;3;3100;100;23;50;238
Toyota PROACE EV Van media Vx 50 kWh (MY23);Eléctricos puros;N1;3;3100;100;23;50;238
Toyota PROACE EV Van media Vx 50 kWh (RC22);Eléctricos puros;N1;2;3100;100;23;50;238
Toyota PROACE VERSO EV Combi media Gx 50 kWh (MY23);Eléctricos puros;M1;9;3015;100;23;50;238
Toyota PROACE VERSO EV Combi media Gx 50 kWh (RC22);Eléctricos puros;M1;8;2950;100;23;50;238
Toyota PROACE VERSO EV Combi media GX 75 kWh (MY22);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Combi media Gx 75 kWh (MY23);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Combi media Gx 75 kWh (RC22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Combi media GX/VX 50 kWh (MY22);Eléctricos puros;M1;9;3015;100;23;50;238
Toyota PROACE VERSO EV Combi medio GX 50kW (MY21);Eléctricos puros;M1;9;3015;100;23;50;238
Toyota PROACE VERSO EV Family larga Advance 75 kWh (MY22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Family larga Advance 75 kWh (MY23);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Family larga Advance 75 kWh (RC22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Family largo Advance 75kW (MY21);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Family media Advance 50 kWh (MY22);Eléctricos puros;M1;8;2950;100;23;50;238
Toyota PROACE VERSO EV Family media Advance 50 kWh (RC22);Eléctricos puros;M1;8;2950;100;23;50;238
Toyota PROACE VERSO EV Family media Advance 75 kWh (MY22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Family media Advance/Advance plus 75 kWh (RC22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Family medio Advance 50kW (MY21);Eléctricos puros;M1;8;2950;100;23;50;238
Toyota PROACE VERSO EV Family medio Advance/Advance plus 75kW (MY21);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle larga VX 50 kWh (MY22);Eléctricos puros;M1;9;3030;100;23;50;238
Toyota PROACE VERSO EV Shuttle larga Vx 50 kWh (MY23);Eléctricos puros;M1;9;3030;100;23;50;238
Toyota PROACE VERSO EV Shuttle larga Vx 50 kWh (RC22);Eléctricos puros;M1;8;2965;100;23;50;238
Toyota PROACE VERSO EV Shuttle larga VX 75 kWh (MY22);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle larga Vx 75 kWh (MY23);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle larga VX Plus 75 kWh (MY22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle larga Vx plus 75 kWh (MY23);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle larga Vx/Vx plus 75 kWh (RC22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle largo VX 50kW (MY21);Eléctricos puros;M1;9;3030;100;23;50;238
Toyota PROACE VERSO EV Shuttle largo VX 75kW (MY21);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle media Advance 50 kWh (MY23);Eléctricos puros;M1;8;2950;100;23;50;238
Toyota PROACE VERSO EV Shuttle media Advance 75 kWh (MY23);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle media Vx 50 kWh (MY23);Eléctricos puros;M1;9;3015;100;23;50;238
Toyota PROACE VERSO EV Shuttle media Vx 50 kWh (RC22);Eléctricos puros;M1;8;2950;100;23;50;238
Toyota PROACE VERSO EV Shuttle media VX 75 kWh (MY22);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle media Vx 75 kWh (MY23);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle media Vx 75 kWh (RC22);Eléctricos puros;M1;8;3100;100;25;75;339
Toyota PROACE VERSO EV Shuttle medio VX 50kW (MY21);Eléctricos puros;M1;9;3015;100;23;50;238
Toyota PROACE VERSO EV Shuttle medio VX 75kW (MY21);Eléctricos puros;M1;9;3100;100;25;75;339
Toyota PROACE VERSO EV Vip larga Luxury 75 kWh (MY22);Eléctricos puros;M1;7;3065;100;25;75;339
Toyota PROACE VERSO EV Vip larga Luxury 75 kWh (RC22);Eléctricos puros;M1;7;3065;100;25;75;339
Toyota PROACE VERSO EV Vip media Luxury 75 kWh (MY22);Eléctricos puros;M1;7;3060;100;25;75;339
Toyota PROACE VERSO EV Vip media Luxury 75 kWh (MY23);Eléctricos puros;M1;7;3060;100;25;75;339
Toyota PROACE VERSO EV Vip media Luxury 75 kWh (RC22);Eléctricos puros;M1;7;3060;100;25;75;339
Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance Plus[MY23]-Advance Plus;Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance[MY23]-Advance;Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Style Plus [MY23]-Style Plus;Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN Advance/Advance plus (MY21);Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN Advance/Advance plus (MY22);Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN Advance/Advance plus (MY24);Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN GR Sport (MY24);Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN Style plus (MY21);Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN Style plus (MY22);Híbridos enchufables;M1;5;2510;134;17;18;75
Toyota RAV4 PLUG-IN Style plus (MY24);Híbridos enchufables;M1;5;2510;134;17;18;75
URBAN ELECTRIC MOTORS LX06MAX LX06MAX/E3/01;Eléctricos puros;L3e;2;261;4;5.7;3.31;99
URBAN ELECTRIC MOTORS LX08MAX LX08MAS-W/E3/01;Eléctricos puros;L3e;2;255;4.7;4.7;3.31;99
URBAN ELECTRIC MOTORS URBAN DELIVERY MDF902/MD80A/MDF9B;Eléctricos puros;L3e;1;262;4.7;4.7;3.31;104
URBAPLUS TR 11,5 plomo chasis;Eléctricos puros;N1;2;2100;17;17;11.5;72
URBAPLUS TR 11,5 plomo Cofre;Eléctricos puros;N1;2;2100;17;17;11.5;72
URBAPLUS TR 11,5 plomo HP Desmontable;Eléctricos puros;N1;2;2100;17;17;11.5;72
URBAPLUS TR 11,5 plomo HP Fijo;Eléctricos puros;N1;2;2100;17;17;11.5;72
URBAPLUS TR 11,5 plomo Mixto HP+PF;Eléctricos puros;N1;2;2100;17;17;11.5;72
URBAPLUS TR 11,5 plomo PB;Eléctricos puros;N1;2;2100;17;17;11.5;72
URBAPLUS TR 11,5 plomo PF;Eléctricos puros;N1;2;2100;17;17;11.5;72
URBAPLUS TR 14 litio chasis;Eléctricos puros;N1;2;2100;17;13;14;90
URBAPLUS TR 14 litio Cofre;Eléctricos puros;N1;2;2100;17;13;14;90
URBAPLUS TR 14 litio HP Desmontable;Eléctricos puros;N1;2;2100;17;13;14;90
URBAPLUS TR 14 litio HP Fijo;Eléctricos puros;N1;2;2100;17;13;14;90
URBAPLUS TR 14 litio Mixto HP+PF;Eléctricos puros;N1;2;2100;17;13;14;90
URBAPLUS TR 14 litio PB;Eléctricos puros;N1;2;2100;17;13;14;90
URBAPLUS TR 14 litio PF;Eléctricos puros;N1;2;2100;17;13;14;90
URBAPLUS TR 15,4 plomo chasis;Eléctricos puros;N1;2;2100;17;22;15.4;83
URBAPLUS TR 15,4 plomo Cofre;Eléctricos puros;N1;2;2100;17;22;15.4;83
URBAPLUS TR 15,4 plomo HP Desmontable;Eléctricos puros;N1;2;2100;17;22;15.4;83
URBAPLUS TR 15,4 plomo HP Fijo;Eléctricos puros;N1;2;2100;17;22;15.4;83
URBAPLUS TR 15,4 plomo Mixto HP+PF;Eléctricos puros;N1;2;2100;17;22;15.4;83
URBAPLUS TR 15,4 plomo PB;Eléctricos puros;N1;2;2100;17;22;15.4;83
URBAPLUS TR 15,4 plomo PF;Eléctricos puros;N1;2;2100;17;22;15.4;83
URBAPLUS TR 21 litio chasis;Eléctricos puros;N1;2;2100;17;14.5;21;180
URBAPLUS TR 21 litio Cofre;Eléctricos puros;N1;2;2100;17;14.5;21;180
URBAPLUS TR 21 litio HP Desmontable;Eléctricos puros;N1;2;2100;17;14.5;21;180
URBAPLUS TR 21 litio HP Fijo;Eléctricos puros;N1;2;2100;17;14.5;21;180
URBAPLUS TR 21 litio Mixto HP+PF;Eléctricos puros;N1;2;2100;17;14.5;21;180
URBAPLUS TR 21 litio PB;Eléctricos puros;N1;2;2100;17;14.5;21;180
URBAPLUS TR 21 litio PF;Eléctricos puros;N1;2;2100;17;14.5;21;180
URBAPLUS TR 9 litio chasis;Eléctricos puros;N1;2;2100;17;12.5;9;92
URBAPLUS TR 9 litio Cofre;Eléctricos puros;N1;2;2100;17;12.5;9;92
URBAPLUS TR 9 litio HP Desmontable;Eléctricos puros;N1;2;2100;17;12.5;9;92
URBAPLUS TR 9 litio HP Fijo;Eléctricos puros;N1;2;2100;17;12.5;9;92
URBAPLUS TR 9 litio Mixto HP+PF;Eléctricos puros;N1;2;2100;17;12.5;9;92
URBAPLUS TR 9 litio PB;Eléctricos puros;N1;2;2100;17;12.5;9;92
URBAPLUS TR 9 litio PF;Eléctricos puros;N1;2;2100;17;12.5;9;92
URBET Gadiro 35aH;Eléctricos puros;L3e;2;246;3.3;5;3.52;80
URBET Gadiro 70aH;Eléctricos puros;L3e;2;246;3.3;5;5.04;160
URBET GYD2000 35aH;Eléctricos puros;L3e;2;246;3.3;5;3.52;80
URBET GYD2000 70aH;Eléctricos puros;L3e;2;246;3.3;5;5.04;160
URBET Hispano ;Eléctricos puros;L3e;2;270;5.3;4.7;5.4;150
URBET Nura 100aH;Eléctricos puros;L3e;2;309;8;7.2;7.2;190
VEBLINTER ZOE VEBLINTER MCLEA0800000;Eléctricos puros;N1;2;1988;100;16.9;50;402
VEBLINTER ZOE VEBLINTER MDLEA0700000;Eléctricos puros;N1;2;1976;80;16.9;50;316
VEBLINTER ZOE VEBLINTER MDLEA0800000;Eléctricos puros;N1;2;1988;80;16.9;50;402
VECTRIX Vx1 Li+;Eléctricos puros;L3e;2;426;11;6;7.2;120
VELCA CALIMA JS2A;Eléctricos puros;L3e;2;253;4;3.5;40;75
VELCA CALIMA S JS2A;Eléctricos puros;L3e;2;256;5.15;3.6;42.5;86
VELCA One ;Eléctricos puros;L3e;2;300;7;6;8.1;135
VELCA TRAMONTANA S ;Eléctricos puros;L3e;2;263;4.68;4.6;3.78;103
VELIMOTOR VMX10S IONIK;Eléctricos puros;L3e;2;275;4;2.7;4.18;120
VELIMOTOR VMX3000 IONIK;Eléctricos puros;L3e;2;275;4;2.7;5.04;120
VOGE ER-10 ;Eléctricos puros;L3e;1;257;6;5.6;3.7;75
Volkswagen Canarias Arteon Hybrid 115 kW/85kW (218 CV);Híbridos enchufables;M1;5;1875;85;15.9;13;57
Volkswagen Canarias Arteon SB Hybrid 115 kW/85kW (218 CV);Híbridos enchufables;M1;5;1875;85;15.9;13;57
Volkswagen Canarias Golf GTE 1.4 TSI 180 kW (245 CV);Híbridos enchufables;M1;5;1760;70;14.6;13;62
Volkswagen Canarias ID.3 1st 150 kW (204CV);Eléctricos puros;M1;5;2260;150;15.5;62;424
Volkswagen Canarias ID.3 1st Max 150 kW (204 CV);Eléctricos puros;M1;5;2260;150;15.7;62;410
Volkswagen Canarias ID.3 1st Plus 150 kW (204 CV);Eléctricos puros;M1;5;2260;150;16.1;62;419
Volkswagen Canarias ID.3 Pro 110kW (147CV);Eléctricos puros;M1;5;2260;107;15.5;62;421
Volkswagen Canarias ID.3 Pro Power 110kW (147CV);Eléctricos puros;M1;5;2260;150;15.6;62;421
Volkswagen Canarias ID.3 Pro S;Eléctricos puros;M1;5;2260;150;16;77;547
Volkswagen Canarias ID.3 Pro S 150kW (204 CV);Eléctricos puros;M1;5;2260;150;16.2;82;547
Volkswagen Canarias ID.3 Pure Power 110kW (147CV);Eléctricos puros;M1;5;2260;110;15;48;350
Volkswagen Canarias ID.4 1st;Eléctricos puros;M1;5;2660;150;18;77;475
Volkswagen Canarias ID.4 1st 150kW (204 CV);Eléctricos puros;M1;5;2660;150;18;77;475
Volkswagen Canarias ID.4 1st Max;Eléctricos puros;M1;5;2660;150;18;77;500
Volkswagen Canarias ID.4 1st Max 150kW (204 CV);Eléctricos puros;M1;5;2660;150;18.3;77;500
Volkswagen Canarias ID.4 Pro  77 kWh 128 kW (174CV);Eléctricos puros;M1;5;2660;128;17.2;77;514
Volkswagen Canarias ID.4 Pro Life  77 kWh 128 kW (174CV);Eléctricos puros;M1;5;2660;128;17.2;77;514
Volkswagen Canarias ID.4 Pro Power 150kW (204 CV);Eléctricos puros;M1;5;2660;150;17.3;77;520
Volkswagen Canarias ID.4 Pro Power 77 kWh 150kW;Eléctricos puros;M1;5;2660;150;18.3;77;518
Volkswagen Canarias ID.4 Pro Power Business  150kW (204 CV);Eléctricos puros;M1;5;2660;150;18;77;518
Volkswagen Canarias ID.4 Pro Power Life  77 kWh 150 kW (204CV);Eléctricos puros;M1;5;2660;150;17.2;77;514
Volkswagen Canarias ID.4 Pure 109kW (147 CV);Eléctricos puros;M1;5;2660;150;16.8;52;343
Volkswagen Canarias ID.4 Pure 52 kWh 109kW;Eléctricos puros;M1;5;2660;150;16.8;52;343
Volkswagen Canarias ID.5 Pro  77 kWh 128 kW (174CV);Eléctricos puros;M1;5;2660;128;17.2;77;514
Volkswagen Canarias ID.5 Pro Power 77 kWh 150 kW (204CV);Eléctricos puros;M1;5;2660;150;17.2;77;490
Volkswagen Canarias Passat GTE 115 kW/85kW (218 CV);Híbridos enchufables;M1;5;1760;85;14.8;13;57
Volkswagen Canarias Passat SB Passat Variant GTE 115 kW/85kW;Híbridos enchufables;M1;5;1800;85;14.8;13;57
Volkswagen Canarias Passat Variant GTE 115 kW/85kW (218 CV);Híbridos enchufables;M1;5;1800;85;14.8;13;57
Volkswagen Canarias Tiguan Connect PHEV 180 kW (245 CV);Híbridos enchufables;M1;5;1845;70;16.8;13;50
Volkswagen Canarias Tiguan R-Line PHEV 180 kW (245 CV);Híbridos enchufables;M1;5;1845;70;16.8;13;50
Volkswagen Canarias Touareg Elegance PHEV;Híbridos enchufables;M1;5;2850;95;24.2;0;47
Volkswagen Canarias Touareg Elegance PHEV 280 kW (381 CV);Híbridos enchufables;M1;5;2850;95;24.2;14.7;47
Volkswagen Turismos Arteon MY22 Arteon eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.;Híbridos enchufables;M1;5;2160;85;14.6;13;57
Volkswagen Turismos Arteon MY22 Arteon eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.;Híbridos enchufables;M1;5;2160;85;14.6;13;57
Volkswagen Turismos Arteon MY23 ARTEON ELEGANCE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6;Híbridos enchufables;M1;5;2160;85;15.1;13;57
Volkswagen Turismos Arteon MY23 ARTEON R-LINE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6;Híbridos enchufables;M1;5;2160;85;15.1;13;57
Volkswagen Turismos Arteon Shooting Brake MY22 Arteon Shooting Brake eHybrid Elegance 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel;Híbridos enchufables;M1;5;2210;85;0;13;57
Volkswagen Turismos Arteon Shooting Brake MY22 Arteon Shooting Brake eHybrid R-Line 1.4 TSI Combinado: 160 kW (218 CV) Automatico DSG 6 vel.;Híbridos enchufables;M1;5;2210;85;0;13;57
Volkswagen Turismos Arteon Shooting Brake MY23 ARTEON ELEGANCE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6;Híbridos enchufables;M1;5;2160;85;15.7;13;57
Volkswagen Turismos Arteon Shooting Brake MY23 ARTEON R-LINE eHybrid 1.4 TSI 115kW (155CV) + 85kW (115CV) DSG6;Híbridos enchufables;M1;5;2160;85;15.7;13;57
Volkswagen Turismos e-Up MY20 e-up! 61 KW (83 CV) Automático 1 vel.;Eléctricos puros;M1;4;1530;61;12.7;36.8;260
Volkswagen Turismos e-Up MY20 e-up! Style 61 KW (83 CV) Automático 1 vel.;Eléctricos puros;M1;5;1530;61;12.7;36.8;260
Volkswagen Turismos e-Up MY21 e-up! 61 KW (83 CV) Automático 1 vel.;Eléctricos puros;M1;4;1530;61;12.7;36.8;260
Volkswagen Turismos e-Up MY21 e-up! Style 61 KW (83 CV) Automático 1 vel.;Eléctricos puros;M1;5;1530;61;12.7;36.8;260
Volkswagen Turismos Golf 7 MY20 e-Golf ePower 100kW (136CV);Eléctricos puros;M1;5;1720;100;13.2;35.8;300
Volkswagen Turismos Golf 7 MY20 GTE 1.4 TSI e-Power Combinado: 150 kW (204 CV) Automático DSG 6 vel.;Híbridos enchufables;M1;5;2040;75;12.4;8.7;46
Volkswagen Turismos Golf 8 MY21 Golf eHybrid 1.4 TSI Combinado: 150 kW (204 CV) Automático DSG 6 vel.;Híbridos enchufables;M1;5;2020;80;13.8;80;80
Volkswagen Turismos Golf 8 MY21 Golf GTE 1.4 TSI Combinado: 180 kW (245 CV) Automático DSG 6 vel.;Híbridos enchufables;M1;5;2040;70;14.6;70;60
Volkswagen Turismos Golf 8 MY22 Golf eHybrid 1.4 TSI Combinado: 150 kW (204 CV)  Automatico DSG 6 vel.;Híbridos enchufables;M1;5;1880;80;10.4;8.7;71
Volkswagen Turismos Golf 8 MY22 Golf GTE 1.4 TSI Combinado: 180 kW (245 CV)  Automatico DSG 6 vel.;Híbridos enchufables;M1;5;1880;80;10.4;8.7;64
Volkswagen Turismos Golf 8 MY23 Golf 8 eHybrid 1.4 150kW (204 CV) PHEV DSG;Híbridos enchufables;M1;5;1880;80;13.7;10.4;65
Volkswagen Turismos Golf 8 MY23 Golf 8 GTE 1.4 180kW (245 CV) PHEV DSG;Híbridos enchufables;M1;5;1880;80;14.5;10.4;72
Volkswagen Turismos Golf 8 MY23 Golf eHybrid 1.4 TSI 110 kW (150 CV) / 80 kW (110 CV) Automatico DSG;Híbridos enchufables;M1;5;1880;80;13.7;10.4;72
Volkswagen Turismos Golf 8 MY23 Golf GTE 1.4 TSI 110 kW (150 CV) / 80 kW (110 CV) Automatico DSG 6 vel.;Híbridos enchufables;M1;5;1880;80;14.5;10.4;65
Volkswagen Turismos Golf 8 MY24 Golf 8 eHybrid 1.4 150kW (204 CV) PHEV DSG;Híbridos enchufables;M1;5;1880;80;13.7;10.4;65
Volkswagen Turismos Golf 8 MY24 Golf 8 GTE 1.4 180kW (245 CV) PHEV DSG;Híbridos enchufables;M1;5;1880;80;14.5;10.4;72
Volkswagen Turismos Golf 8 MY24 Golf eHybrid 1.4 TSI 110 kw (150 CV) / 80 kw (110 CV) Automático DSG 6 vel. [2024];Híbridos enchufables;M1;5;1880;80;13.7;10.4;65
Volkswagen Turismos ID.3 MY20 ID.3 1st Max 150 kW (204 CV);Eléctricos puros;M1;5;1719;150;16;58;420
Volkswagen Turismos ID.3 MY20 ID.3 1st plus 150 kW (204 CV);Eléctricos puros;M1;5;1719;150;15.7;58;420
Volkswagen Turismos ID.3 MY21  ID.3 Pro S 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;4;1719;150;15.9;77;549
Volkswagen Turismos ID.3 MY21  ID.3 Tour 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;4;1719;150;16.2;77;542
Volkswagen Turismos ID.3 MY21 ID.3 Business 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;1719;150;15.6;58;420
Volkswagen Turismos ID.3 MY21 ID.3 Life 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;1719;150;15.5;58;420
Volkswagen Turismos ID.3 MY21 ID.3 Max 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;1719;150;15.9;58;420
Volkswagen Turismos ID.3 MY21 ID.3 Pro 107 kW (145 CV) Aut 1 Vel;Eléctricos puros;M1;5;2270;107;15.5;58;425
Volkswagen Turismos ID.3 MY21 ID.3 Pro Business 107 kW (145 CV) Aut 1 Vel;Eléctricos puros;M1;5;2270;107;15.6;58;422
Volkswagen Turismos ID.3 MY21 ID.3 Pro Life 107 kW (145 CV) Aut 1 Vel;Eléctricos puros;M1;5;2270;107;15.5;58;425
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;2270;150;15.5;58;425
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Business 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;2270;150;15.6;58;422
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Life 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;2270;150;15.5;58;425
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Max 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;2270;150;15.9;58;415
Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance 110 kW (150 CV) Aut 1 Vel;Eléctricos puros;M1;5;2240;110;15;45;348
Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance City 110 kW (150 CV) Aut 1 Vel;Eléctricos puros;M1;5;2240;110;15;45;348
Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance Style 110 kW (150 CV) Aut 1 Vel;Eléctricos puros;M1;5;2240;110;15.1;45;345
Volkswagen Turismos ID.3 MY21 ID.3 Style 150 kW (204 CV) Aut 1 Vel;Eléctricos puros;M1;5;1719;150;15.6;58;420
Volkswagen Turismos ID.3 MY22 ID.3 Life 150 kW (204 CV) Automatico 1 vel.;Eléctricos puros;M1;5;2270;150;15.6;58;415
Volkswagen Turismos ID.3 MY22 ID.3 Pro 107 kW (145 CV) Automatico 1 vel.;Eléctricos puros;M1;5;2270;107;15.6;58;423
Volkswagen Turismos ID.3 MY22 ID.3 Pro Performance 150 kW (204 CV) Automatico 1 vel.;Eléctricos puros;M1;5;2270;150;15.6;58;423
Volkswagen Turismos ID.3 MY22 ID.3 Pro S 150 kW (204 CV) 77 kWh Automatico 1 vel.;Eléctricos puros;M1;5;2270;150;15.7;77;481
Volkswagen Turismos ID.3 MY22 ID.3 Pure Performance 110 kW (150 CV) Automatico 1 vel.;Eléctricos puros;M1;5;2270;110;15.1;45;347
Volkswagen Turismos ID.3 MY23 ID. 3 Pro Life - 150 (204);Eléctricos puros;M1;5;2480;150;15.3;58;425
Volkswagen Turismos ID.3 MY23 ID.3 Life 150 kW (204 CV) Automatico 1 vel.;Eléctricos puros;M1;5;2270;150;15.3;58;425
Volkswagen Turismos ID.3 MY23 ID.3 Pro - 107 (145);Eléctricos puros;M1;5;2480;107;15.6;58;423
Volkswagen Turismos ID.3 MY23 ID.3 Pro Performance - 150 (204);Eléctricos puros;M1;5;2480;150;15.6;58;423
Volkswagen Turismos ID.3 MY23 ID.3 Pro S - 150 (204);Eléctricos puros;M1;5;2480;150;15.7;77;551
Volkswagen Turismos ID.3 MY23 ID.3 Pro S Life 150 kW (204 CV) 77 kWh Automatico 1 vel.;Eléctricos puros;M1;4;2270;150;15.4;77;556
Volkswagen Turismos ID.3 MY23 ID.3 Pure Performance -110 (150);Eléctricos puros;M1;5;2480;110;15.1;45;347
Volkswagen Turismos ID.3 PA MY23 ID.3 PA Pro 150 kW (204 CV) 58 kWh Automático 1 vel.;Eléctricos puros;M1;4;2270;150;15.2;58;428
Volkswagen Turismos ID.3 PA MY23 ID.3 PA Pro S 150 kW (204 CV) 77 kWh Automático 1 vel.;Eléctricos puros;M1;4;2270;150;15.3;77;559
Volkswagen Turismos ID.3 Pro 150 kw (204 CV) 58 kwh Automático 1 vel. [2024];Eléctricos puros;M1;5;2480;150;15.3;58;425
Volkswagen Turismos ID.4 MY21 ID.4 1st 150 kW (204 CV);Eléctricos puros;M1;5;1719;150;18;82;501
Volkswagen Turismos ID.4 MY21 ID.4 1st Max 150 kW (204 CV);Eléctricos puros;M1;5;1719;150;18.3;82;493
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance 150 kW (204 CV);Eléctricos puros;M1;5;2660;150;17.2;82;521
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Business 150 kW (204 CV);Eléctricos puros;M1;5;2660;150;17.3;82;518
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Life 150 kW (204 CV);Eléctricos puros;M1;5;2660;150;17.3;82;520
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Max 150 kW (204 CV);Eléctricos puros;M1;5;2660;150;17.8;82;506
